iteration,gene_set_size,go_term,genes,traditional_score,rag_score,score_difference,processing_time
16,10,GO:2000678,PER2 SOX11 ZNF593 HAND1 PSEN1 DDIT3 ZNF675 GATA1 MAD2L2 HEY2,0.75,0.75,0.0,46.000869035720825
17,10,GO:0019322,G6PD PGD,0.98,0.95,-0.030000000000000027,31.806496143341064
18,10,GO:0043132,SLC25A47 P2RX7 SLC25A51 SLC25A17 SLC25A53 SLC25A52,0.92,0.85,-0.07000000000000006,39.59516716003418
19,10,GO:0070092,CARTPT PASK FFAR4 AIMP1 CRH SYT7 LEP IL6,0.85,0.85,0.0,50.40956711769104
20,10,GO:2000279,GNL3L CTC1 DNAJC2 ANKRD1 KCNK2 TERF2 POT1 SRC PIF1 TP53,0.85,0.85,0.0,39.97003984451294
21,10,GO:0019227,FKBP1B SCN1B CLDN19 NRCAM CNTNAP1 SCN1A NTRK2 CACNB4 CLCN1,0.89,0.89,0.0,50.257140159606934
22,10,GO:0019547,ARG2 ARG1,0.95,0.95,0.0,28.957892894744873
23,10,GO:0070189,KYAT3 ALDH8A1 IDO1 KMO GOT2 TDO2 AFMID AADAT KYAT1 KYNU,0.98,0.95,-0.030000000000000027,38.88222074508667
24,10,GO:0045200,FGF13 RAB10 DOCK7,0.85,0.85,0.0,38.657368659973145
25,10,GO:0016062,RS1 RHO RDH11,0.92,0.9,-0.020000000000000018,34.526840686798096
26,10,GO:0035507,ROCK1 PPP1R12A ROCK2 IKBKB TNF NUAK1 NCKAP1L,0.85,0.85,0.0,49.478111028671265
27,10,GO:0006788,HMOX1 HMOX2,0.98,0.0,-0.98,58.38233804702759
28,10,GO:0044406,LRRC15 LTF DPP4 HSP90AB1 ICAM1 HSPD1 CLEC4M NECTIN2 ACE2 CD209,0.0,0.0,0.0,62.76729917526245
29,10,GO:1990167,OTUD6A USP15 YOD1 OTUD3,0.0,0.0,0.0,62.721171855926514
30,10,GO:0019661,TP53 ACTN3 TIGAR,0.0,0.0,0.0,83.0752010345459
31,10,GO:0033122,PFKFB1 PPARA SIRT6 IER3 STAT3 PPP2CA PRKACA NCOR1 HDAC4 SLC4A1,0.0,0.0,0.0,59.73151206970215
32,10,GO:0010866,C3 RGN LDLR MFSD2A SLC27A1 SCARB1 CNEP1R1 SIK1 THRSP NR1H3,0.0,0.0,0.0,5.586084842681885
33,10,GO:0046463,MOGAT3 PCK1 THRSP GNPAT NR1H3 FITM2 AGPAT2 MOGAT1 GPAT4 GPAM,0.0,0.0,0.0,2.6677258014678955
34,10,GO:0034158,SLC15A4 DDX3X TASL TLR8 MYD88,0.0,0.0,0.0,2.6614818572998047
35,10,GO:0051728,MEIOC YTHDC2 OVOL1 RBM46,0.0,0.0,0.0,2.834115982055664
36,10,GO:0002709,IL18 ARID5A FOXP3 ARG1 FUT7 CEACAM1 RSAD2 IL1R1 SMAD7 AGER,0.0,0.0,0.0,4.201841115951538
37,10,GO:0006649,P2RX7 ABCA4,0.0,0.0,0.0,2.545100688934326
38,10,GO:0032288,CD9 ABCA2 ITGB4 PALS1 ANK2 ERCC2 MTMR2 TENM4 CNTN1 MAG,0.0,0.0,0.0,66.96106100082397
39,10,GO:0009064,ADSS1 GLYATL1 GLUL ASNSD1 PRODH2 ART4 ALDH4A1 CAD MTHFS UROC1,0.0,0.0,0.0,183.4911298751831
40,10,GO:0014049,GABBR1 KMO P2RX7 STXBP1 AVPR1A NTSR1 RAB3GAP1 SYT4 ADORA2A DTNBP1,0.0,0.0,0.0,157.35539484024048
41,10,GO:0019076,VPS4B PPID CHMP2A CHMP4A VPS4A PC TRIM31 DDB1 CHMP5 IST1,0.0,0.0,0.0,67.41332507133484
42,10,GO:0018130,TLE3 ZNF415 YBX2 SNAI3 MORF4L1 SDR16C5 NRIP2 TDP2 ARMCX3 KLF6,0.85,0.85,0.0,73.0573251247406
43,10,GO:2001140,FASLG ABCA7 ATP8A2 ABCA3 TRIAP1 APOA1 APOE PRELID1 ATP8A1 TMEM30A,0.85,0.85,0.0,41.52471709251404
44,10,GO:1900100,IL2 IL10 XBP1,0.85,0.85,0.0,36.77335500717163
45,10,GO:1900274,HTR2B TXK RASGRP4 GNA15 FLT1 PTH ABL1 GPR55 AVPR1A PHB1,0.75,0.75,0.0,39.63864874839783
46,10,GO:1901136,ENTPD7 GIT1 SGSH HEXB APOBEC1 TYMP DCTPP1 VNN1 NCCRP1 CTSL,0.75,0.85,0.09999999999999998,41.530779123306274
47,10,GO:0033499,GALT GALK1 GALE GALM,0.98,0.98,0.0,30.390087127685547
48,10,GO:0009219,DPYD TBPL1 DCTPP1 UPB1 TYMS NTHL1 UNG TYMP SMUG1 TDG,0.92,0.92,0.0,31.308024168014526
49,10,GO:0032468,TMEM165 ATP2C1,0.85,0.85,0.0,28.17454195022583
50,10,GO:0015760,G6PC3 SLC37A3 SLC37A1 G6PC1 SLC37A4 SLC37A2 SLC17A3,0.95,0.95,0.0,38.118573904037476
51,10,GO:0033559,ELOVL6 FAAH2 PIBF1 CYP2U1 AVP CYP1B1 GSTM2 ELOVL4 PTGES2 CYP2C9,0.85,0.85,0.0,52.91189193725586
52,10,GO:0010866,PLIN5 SLC27A1 KAT5 CTDNEP1 FBXW7 GPLD1 SCARB1 LOC102724428 NR1H3 C3,0.85,0.85,0.0,47.607553005218506
53,10,GO:0045627,CCL19 SOCS5 CD80 ANXA1 HLX RIPK2,0.85,0.85,0.0,42.39776587486267
54,10,GO:1903595,VAMP7 VAMP8 PLA2G3 SNX4,0.85,0.85,0.0,33.09173917770386
55,10,GO:0021516,LMO4 LHX3 LHX1 PROX1 GDF7 WNT1 GSX2 MDGA1 WNT3A GDNF,0.92,0.92,0.0,44.24848794937134
56,10,GO:0003096,EDNRB PON3 STK39 ATP6V1B1 KLHL3 SGK1 CLCNKB NHERF1 MAGED2 KCNQ1,0.92,0.88,-0.040000000000000036,50.52205514907837
57,10,GO:0032352,HIF1A EGR1 PAX8 ARNT GATA3 ADM BMP6 RDH10 LHCGR SLCO1C1,0.85,0.85,0.0,46.6817090511322
58,10,GO:0098885,WASF3 WASF1 TIAM1 BAIAP2 RHOA PFN2 ITPKA PFN1 SPTB CYFIP1,0.92,0.92,0.0,45.93549203872681
59,10,GO:0001560,KIF26A MYOCD PPP1R9B,0.0,0.0,0.0,28.588092803955078
60,10,GO:0007199,AGT AGTR2,0.95,0.95,0.0,30.406472206115723
61,10,GO:0009262,DPYD ADK RRM2B DGUOK NT5M NT5C SHMT1 NEIL1 NT5C1A TDG,0.92,0.92,0.0,30.936614274978638
62,10,GO:1904527,MAP2 TTBK2,0.85,0.85,0.0,33.46474480628967
63,10,GO:0021781,NFIA ASCL1 OLIG2 TAL1 GCM1 PAX6 CTNNB1 NFIB HES5 SOX9,0.92,0.92,0.0,41.07273006439209
64,10,GO:0046635,IL12RB1 MALT1 HLA-DRA PRKCZ SOCS5 ZAP70 ITPKB TYK2 HLX CCR2,0.92,0.88,-0.040000000000000036,39.40081596374512
65,10,GO:0015706,SLC5A8 AQP6 SLC26A7,0.92,0.85,-0.07000000000000006,34.98532700538635
66,10,GO:0006308,NMNAT1 DNASE1 APEX1 FOXL2 SETMAR EXOG REXO4 DFFA DFFB TREX1,0.85,0.85,0.0,50.827484130859375
67,10,GO:0009164,ENPP4 APOBEC3A APOBEC3G APOBEC3H CDA UPB1 APOBEC3F APOBEC3C DPYD NUDT1,0.85,0.85,0.0,46.226868867874146
68,10,GO:0032418,GAB2 LAMTOR1 KLC2 CD84 PIK3CG KIT ARL8B VAMP3 RASGRP1 FES,0.85,0.85,0.0,43.04498314857483
69,10,GO:0000281,CKAP2 CFL1 CHMP5 SNX18 RHOC IQGAP3 ZFYVE26 DCDC1 EXOC1 RAB35,0.85,0.85,0.0,45.13520789146423
70,10,GO:0046339,DGKK DGKI DAGLB DGKD DGKH DAGLA PLA2G15 DGAT2 DGKZ DGKB,0.92,0.92,0.0,33.8195378780365
71,10,GO:1901318,SEMG2 RGN SEMG1 EPPIN-WFDC6 EPPIN,0.92,0.92,0.0,35.91612100601196
72,10,GO:0019086,USF2 MON1B CCNT2 USF1,0.85,0.85,0.0,39.38395977020264
73,10,GO:0007286,AGFG1 AXDND1 GK2 KIT PYGO2 SEMG2 JAM2 SRPK1 GARIN1B ACRBP,0.85,0.0,-0.85,41.51283121109009
74,10,GO:0045920,PRKN ATP9A FCGR2B IL13RA2 FOXF1 BRAF SNCA FMR1 REST RAP1A,0.85,0.85,0.0,42.86724305152893
75,10,GO:0003056,DOCK4 RHOA ADRA2B ARHGAP42 P2RX1 ATP2B1 DOCK5 ZDHHC21 CHRM3,0.85,0.85,0.0,45.87120985984802
76,10,GO:0032471,TGM2 ATP2A1 FIS1 BAX BCAP31 RAP1GDS1 BAK1 THADA,0.85,0.85,0.0,43.16698479652405
77,10,GO:1900047,FGB SERPINE2 EDN1 FGG USF1 PLAUR GP1BA KRT1 VTN THBD,0.85,0.85,0.0,46.04791212081909
78,10,GO:0042351,GMDS GFUS,0.9,0.9,0.0,30.708877086639404
79,10,GO:0072584,CAV3 PROM2 MAPK3 NEDD4L MAPK1 SRC CLN3 CAV1 UNC119 PACSIN2,0.85,0.85,0.0,41.208086013793945
80,10,GO:0072535,LTF ADAM8 IFNG,0.85,0.85,0.0,32.595587968826294
81,10,GO:0001976,MANF AGTR2 DRD2 CALCA TACR1 MECP2 NAV2 ADRA1A RPS6KA2 SOD2,0.85,0.85,0.0,50.459073066711426
82,10,GO:0043588,APCDD1 SHH KRT28 DHCR24 BCL11B TMEM79 PSEN1 PIP5K1A CSTA LATS1,0.85,0.85,0.0,44.92698788642883
83,10,GO:0046073,UPP1 TYMP SHMT1 NT5C TYMS DUT,0.95,0.95,0.0,37.97191905975342
84,10,GO:0009134,JMJD8 EP300 PSEN1 IFNG FLCN INSR TPI1 SIRT6 MLST8 ALDOA,0.75,0.85,0.09999999999999998,43.37407684326172
85,10,GO:1903299,BAD MIDN PRKN FOXA2 TIGAR GCKR,0.85,0.85,0.0,45.29630780220032
86,10,GO:0033559,PTGS1 EDN2 ELOVL7 CYP4Z1 PLA2G4B SCD AKR1C2 CYP2E1 ALOX12 PTGR1,0.92,0.88,-0.040000000000000036,47.125255823135376
87,10,GO:0002587,HLA-DOA HLA-DOB,0.98,0.95,-0.030000000000000027,28.401166915893555
88,10,GO:0050965,EPHB1 DISC1 NTSR1 HTR2A ADORA1 TRPV1 ANO1 PRDM12 MMP24 SCN9A,0.85,0.85,0.0,44.38826823234558
89,10,GO:1904527,MAP2 TTBK2,0.85,0.85,0.0,26.766175031661987
90,10,GO:0030258,ACADM PLPPR3 SLC25A17 MLYCD ABCD4 PIP4P2 ILVBL PLPP6 HADHA DGKB,0.85,0.85,0.0,41.626588106155396
91,10,GO:0038027,ITGAV RHOA ABCA7 ABCA1 ITGB3,0.85,0.85,0.0,42.3742458820343
92,10,GO:0006207,UMPS CAD CPS1 MTOR CMPK1 DHODH,0.92,0.92,0.0,40.76505923271179
93,10,GO:0048318,EPHA2 ZIC3 EPB41L5 NODAL AXIN1 FOXH1 POGLUT1 RPL38 NOG,0.85,0.85,0.0,40.712491035461426
94,10,GO:0098660,RGS4 MCOLN2 SLC6A20 SLC46A3 CALM3 ITGB3 SLC4A5 PKD1L2 EDN1 ATP6V0E1,0.85,0.85,0.0,43.59766507148743
95,10,GO:0072672,CD99 ADAM8 MDK XG PRTN3 CD99L2 PIK3CD IL1R1 PECAM1 PIK3CG,0.88,0.85,-0.030000000000000027,45.86761689186096
96,10,GO:1903564,CROCC INPP5E ENTR1 LZTFL1 GDI2 GSK3B GAS8 EFCAB7 CCDC66 CCDC88A,0.85,0.85,0.0,50.467934370040894
97,10,GO:0033078,PRDM1 ZNF683 IL15,0.85,0.85,0.0,33.11836290359497
98,10,GO:0006850,MPC1L MPC1 MPC2,0.98,0.98,0.0,30.709864854812622
99,10,GO:0014050,PRKG1 GRM7 TRH HRH3 ADORA1 NPY5R,0.85,0.85,0.0,48.60623478889465
0,20,GO:0002874,LTA IL10 TNF,0.95,0.95,0.0,28.804079294204712
1,20,GO:2001303,ALOX12 ALOX15 ALOX15B,0.98,0.98,0.0,30.722946882247925
2,20,GO:0036058,PTPRO FKRP NPHS1,0.85,0.85,0.0,1905.0306169986725
3,20,GO:1900736,F2 GPR27 GRP CHGA BICD1 INPP5A,0.75,0.85,0.09999999999999998,41.529603004455566
4,20,GO:2001186,ZBTB7B VSIR HFE SLC4A2 DAPL1 LILRB1 CD274 SOCS1,0.85,0.92,0.07000000000000006,40.89656376838684
5,20,GO:1904478,CYP8B1 ABCG5 APOA2 ABCG8 HAMP ENPP7 PRAP1 LEP LPCAT3 EPB41,0.85,0.85,0.0,42.95443105697632
6,20,GO:1905595,ANXA2 PCSK9,0.85,0.85,0.0,31.064734935760498
7,20,GO:0043569,INPPL1 IGFBP5 NKX3-1 BMP5 TRIM72 BMP2 CILP,0.85,0.85,0.0,162.88145995140076
8,20,GO:0032228,CA7 SLC6A1 PLCL1 STXBP1 BAIAP3 ADRA1A NPAS4 CA2 HAP1 DRD2 KIF5B CNTNAP4 NLGN2 HTR1B ADORA2A PLCL2 NPY5R USP46 CNR1 NALCN,0.85,0.85,0.0,56.583343267440796
9,20,GO:0070101,HIF1A TREM2 EDN1,0.85,0.85,0.0,31.295830011367798
10,20,GO:2000035,NAP1L2 SOX17 CDK2AP2 EVI2B PRDM15 ESRRB SMYD5 LBH MLLT3 SFRP2 NCOA3,0.85,0.85,0.0,66.13098406791687
11,20,GO:0002903,MIF AURKB ADA NOC2L BCL6 ORMDL3 BCL10 IRS2 PDCD1 SLC39A10 IL2 FOXP1 BCL2 CD74,0.85,0.85,0.0,207.94457292556763
