iteration,gene_set_size,go_term,genes,traditional_score,rag_score,score_difference,processing_time
17,5,GO:0071494,MDM2 TP53 POLH PIERCE1,0.98,0.98,0.0,15.536725997924805
18,5,GO:0036499,EIF2S1 RPAP2 ABCA7 HSPA5 ATF4,0.92,0.92,0.0,17.575592041015625
19,5,GO:0019752,OSBPL9 GNPDA1 BCKDHA TBXAS1 GGT6,0.88,0.88,0.0,25.5404372215271
20,5,GO:0010657,PTK2B NFE2L2 NUPR1 SMAD4 TIGAR,0.92,0.92,0.0,20.700007915496826
21,5,GO:0002548,GREM1 CCL4L1 SLAMF8 CCL26 SERPINE1,0.88,0.88,0.0,21.8595290184021
22,5,GO:0021502,BMP7 BMP5 HIF1A,0.98,0.92,-0.05999999999999994,17.156641006469727
23,5,GO:0032801,BECN1 MTMR2 ABCA2 RNF43 SMURF1,0.88,0.88,0.0,21.08112597465515
24,5,GO:1902275,MACROH2A1 MORC2 RESF1 CDK2 TASOR,0.88,0.88,0.0,18.71328091621399
25,5,GO:0006382,METTL3 ADARB2 ADAR ADAD1 ADARB1,0.98,0.98,0.0,18.523027896881104
26,5,GO:0046112,PRPS1 PAICS PRTFDC1 CPS1 CTPS2,0.92,0.88,-0.040000000000000036,21.235981225967407
27,5,GO:0140250,CUL3 EGLN1 RAB26 PRKN KLHL17,0.88,0.88,0.0,23.94244623184204
28,5,GO:0030451,VSIG4 CFH CR1 SUSD4,0.98,0.98,0.0,14.862236261367798
29,5,GO:0000054,RIOK2 MDN1 NUP88 RPS15 NMD3,0.98,0.98,0.0,17.755129098892212
30,5,GO:1902308,SWAP70 PPP1R16B YWHAE PPP1R15A,0.92,0.88,-0.040000000000000036,19.870088815689087
31,5,GO:0002687,CX3CR1 CD99L2 C1QBP VEGFD FPR2,0.88,0.88,0.0,26.531272888183594
32,5,GO:0002474,HFE TAP1 ULBP1 MICB MPEG1,0.92,0.92,0.0,24.83484172821045
33,5,GO:0002543,ANO6 F3,0.98,0.98,0.0,23.64667510986328
34,5,GO:0010765,FGF12 SCN3B GPD1L SCN4B DMD,0.88,0.88,0.0,27.37232518196106
35,5,GO:0007276,KRT9 PUM1 ATM XRN2 CDC25B,0.92,0.92,0.0,31.175507068634033
36,5,GO:0097490,NRP1 SEMA3F SEMA3A NRP2 S100B,0.98,0.92,-0.05999999999999994,15.99933123588562
37,5,GO:0046073,SHMT1 TYMP NT5C TYMS DUT,0.98,0.92,-0.05999999999999994,24.97252607345581
38,5,GO:0002399,HLA-DRA HLA-DMB HLA-DRB1 HLA-DPB1 HLA-DQB1,0.98,0.98,0.0,21.70736074447632
39,5,GO:0006601,GAMT GATM,0.98,0.98,0.0,13.113569974899292
40,5,GO:0014047,TRPV1 NTSR1 DTNBP1 SNCA AVP,0.88,0.88,0.0,27.42224407196045
41,5,GO:0015820,SLC7A5 SLC43A1 SLC43A2 LLGL2 SLC3A2,0.92,0.92,0.0,29.456372022628784
42,5,GO:0014016,ASCL1 BCHE DLX1 TAFA3 TAFA1,0.88,0.88,0.0,32.81408619880676
43,5,GO:0006705,CYP11B2 BMP5 DKK3 CACNA1H WNT4,0.88,0.88,0.0,30.07778000831604
44,5,GO:0072273,PKD1 LIF WNT9B GREM1 PAX8,0.92,0.92,0.0,30.886579990386963
45,5,GO:0051384,GJB2 SLIT2 MYOD1 AVPR1A ZFP36L2,0.88,0.88,0.0,26.983808040618896
46,5,GO:0101030,QNG1 QTRT1 QTRT2,0.98,0.98,0.0,22.06900191307068
47,5,GO:2000452,RIPK3 FADD,0.98,0.98,0.0,19.14137291908264
48,5,GO:0030836,CARMIL2 SEMA5A WASHC2C ACTN2 F2RL1,0.88,0.88,0.0,26.264004945755005
49,5,GO:0050804,GRIN3A CACNA2D2 GRM4 SNAP25 CDH11,0.92,0.92,0.0,27.74425196647644
50,5,GO:0007219,ACVRL1 DNER CD46 PTP4A3 HEY2,0.92,0.92,0.0,24.01094675064087
51,5,GO:0031399,IFNA10 AURKB BLM PPP6R1 IL5,0.92,0.88,-0.040000000000000036,30.429543018341064
52,5,GO:0043116,VEGFA ABCC8 ARHGAP35 FERMT2 SH3GL2,0.88,0.88,0.0,25.066895723342896
53,5,GO:0016573,PPARGC1A BAZ1B TADA2B SMARCA5 MYBBP1A,0.92,0.88,-0.040000000000000036,20.391048908233643
54,5,GO:0009191,TREX1 IGF1 IFNG RPTOR ARL2,0.88,0.88,0.0,26.417806148529053
55,5,GO:0071211,SMURF1 HSPA8 LAMP2 SQSTM1 IRGM,0.92,0.92,0.0,20.90850806236267
56,5,GO:0042559,GCH1 DHFR SPR GART PCBD1,0.98,0.92,-0.05999999999999994,21.749522924423218
57,5,GO:0006789,UGT1A1 UGT1A4,0.98,0.98,0.0,11.23669695854187
58,5,GO:1903019,AATF BACE2 ACOT8 SLC2A10 MGAT4D,0.88,0.85,-0.030000000000000027,18.822761058807373
59,5,GO:0061620,GCK HK2 FOXK1 ENO1 FOXK2,0.98,0.88,-0.09999999999999998,20.065760135650635
60,5,GO:1903900,TRIM11 KPNA2 FURIN LGALS1 CXCL8,0.88,0.88,0.0,15.816924095153809
61,5,GO:0021853,FEZF2 LHX6 ARX DRD2 DRD1,0.92,0.0,-0.92,348.8278138637543
62,5,GO:1904637,ZC3H12A PLCB1 CDK4,0.88,0.88,0.0,17.39866304397583
63,5,GO:0006513,TOPORS ZC4H2 TRIM25 TRIM37 FANCM,0.88,0.88,0.0,17.580349922180176
64,5,GO:0033594,UGT3A2 EGFR BGLAP F7,0.88,0.88,0.0,18.92936897277832
65,5,GO:0051342,EGLN1 SLC39A14 GNAT1 CALM1 CALM3,0.88,0.88,0.0,21.753501892089844
66,5,GO:0006225,UMPS DHODH CAD CMPK1,0.98,0.98,0.0,20.823853015899658
67,5,GO:0090310,APOBEC1 DYRK1A TET1 AICDA,0.98,0.92,-0.05999999999999994,12.98205280303955
68,5,GO:0031648,CTSH RNF5 PLK1 RAD23A VPS35,0.88,0.88,0.0,20.24563694000244
69,5,GO:2000831,CYP19A1 C1QTNF1 GAL REN TSPO,0.88,0.88,0.0,20.655185222625732
70,5,GO:2001270,RNF34 RFFL RPS3 PAK2 RFPL1,0.88,0.88,0.0,17.321892976760864
71,5,GO:0003273,SNAI2 DCHS1 NOTCH1 ENG,0.92,0.0,-0.92,70.8867609500885
72,5,GO:0021773,INHBA BCL11B ZSWIM6,0.88,0.88,0.0,8.327275037765503
73,5,GO:0060768,AR CDKN1B NOTCH1 CTNNB1 EAF2,0.92,0.92,0.0,7.505375862121582
74,5,GO:0009642,KCNC2 AKT2 RDH13 SLC24A4 RHO,0.88,0.88,0.0,6.712993860244751
75,5,GO:1900744,MAP3K4 PRMT1 AGER GADD45B PTPN22,0.88,0.88,0.0,6.592663049697876
76,5,GO:0046885,STC2 FFAR3 ADM BMP5 DKK3,0.88,0.88,0.0,7.3629841804504395
77,5,GO:0009119,PGM2 NT5C1B-RDH14 APOBEC3B HPRT1 APOBEC3C,0.88,0.88,0.0,15.12784481048584
78,5,GO:2000566,HLA-E XCL1 HLA-A,0.98,0.98,0.0,9.628582239151001
79,5,GO:0070482,EEF2K FOS ALAD CBFA2T3 KCND2,0.88,0.85,-0.030000000000000027,20.10342812538147
80,5,GO:1905203,ROCK1 PPP3CA PPARG ROCK2 RUNX1,0.88,0.92,0.040000000000000036,11.809996128082275
81,5,GO:0048630,DLL1 MSTN MTM1 VPS54 IGF2,0.88,0.88,0.0,17.47967004776001
82,5,GO:0048382,FGF8 ZFP36L1 NODAL EOMES APELA,0.92,0.92,0.0,15.400240182876587
83,5,GO:0060339,TREX1 MMP12 YTHDF3 SAMHD1 OAS1,0.92,0.92,0.0,20.27142882347107
84,5,GO:0070445,LYN PTPRZ1 GJC2 CDH2 LRP2,0.88,0.0,-0.88,372.41274404525757
85,5,GO:0090068,MED1 XRCC3 DTL PHB2 BECN1,0.92,0.92,0.0,10.551290035247803
86,5,GO:0070093,LEP CARTPT CRH,0.98,0.98,0.0,5.266013145446777
87,5,GO:0002282,IL33 TREM2 GRN TYROBP CX3CR1,0.98,0.92,-0.05999999999999994,6.049471139907837
88,5,GO:0042551,RB1 ANKS1A GLDN CNTN2 C1QL1,0.88,0.88,0.0,7.459371089935303
89,5,GO:0090114,CUL3 INSIG1 KLHL12 TRAPPC11 SEC24C,0.88,0.88,0.0,6.232633829116821
90,5,GO:0071542,LMX1B RYK WNT2 FERD3L EN1,0.92,0.92,0.0,5.009331941604614
91,5,GO:0030318,RAB27A MREG KITLG CITED1 USP13,0.88,0.88,0.0,8.351464033126831
92,5,GO:0046041,AK3 ITPA,0.98,0.85,-0.13,4.939779758453369
93,5,GO:0021941,SLC6A4 CEND1,0.98,0.98,0.0,6.113669157028198
94,5,GO:0060545,RIPK1 AIFM1 RIPK3 ZBP1 PARP1,0.98,0.98,0.0,5.334418296813965
95,5,GO:0070493,GP1BA PLEK MET IQGAP2 HPGD,0.92,0.92,0.0,7.282607793807983
96,5,GO:0032984,TTBK2 NES NAPB VPS16 SET,0.88,0.88,0.0,5.442555904388428
97,5,GO:0010524,TRPC3 PLA2G1B BAX P2RX7 CAV1,0.88,0.88,0.0,6.894043684005737
98,5,GO:0009972,APOBEC3G APOBEC3B APOBEC1 APOBEC3H APOBEC3C,0.98,0.98,0.0,5.936266899108887
99,5,GO:0071357,MMP12 IFNA1 IFNA6 PTPN2 MYD88,0.92,0.92,0.0,5.59627103805542
0,10,GO:0048332,ITGA2 BMP7 BMPR2 TAF10 ITGB4 ITGB3 SMAD2 GPI TLX2 WLS,0.88,0.88,0.0,7.393260717391968
1,10,GO:0045861,FETUB HFE NOL3 GABARAPL2 SH3RF1 GAS1 SERPINA1 CST5 EIF3H SERPINB6,0.88,0.88,0.0,12.771269798278809
2,10,GO:0099084,LRFN1 IL1RAP RELN GRID2 PTPRD ARF6 NTNG2 C1QL2 SHANK1 LRRTM1,0.92,0.92,0.0,7.303435802459717
3,10,GO:0048137,TOPAZ1 SPATA22 TAFAZZIN,0.9,0.88,-0.020000000000000018,4.590837001800537
4,10,GO:0034085,SMC3 STAG1 STAG2 RAD21 NAA50 STAG3 DDX11 NIPBL SMC1A,0.98,0.98,0.0,6.476239919662476
5,10,GO:0007189,ADRA2C OPRL1 ADGRG6 ADCY9 DRD2 ADGRB1 GCGR CALCB GALR2 ADRA2A,0.98,0.98,0.0,6.905661106109619
6,10,GO:2001013,LGR4 LGR5 MTSS1 MEF2C,0.88,0.88,0.0,5.653767108917236
7,10,GO:0032502,BLOC1S4 MKS1 VIM OPRM1 ARRB2 MFSD14A AMBN ATN1 WDR43 CLC,0.88,0.0,-0.88,6.586268901824951
8,10,GO:0051899,SLMAP SCN2B ATP5IF1 BEST2 EDN1 SMAD7 CHRNA9 SCN4B PHOX2B CHRNG,0.88,0.88,0.0,7.860476016998291
9,10,GO:0009130,UCKL1 UMPS DCK UPP1 CDA CAD UCK2 CMPK1 SHMT1 TYMS,0.98,0.92,-0.05999999999999994,7.722321271896362
10,10,GO:0048769,TCAP MYLK3 TTN,0.98,0.98,0.0,4.283463954925537
11,10,GO:0035564,HNF1A PAX2 AGTR2 ASXL1 LRRK2 HNF1B,0.88,0.88,0.0,6.957466125488281
12,10,GO:0032230,NPS HAP1 CA7 KIF5B ZDHHC3 TACR1 CA2 PRKCE NLGN2 ZDHHC12,0.88,0.88,0.0,7.9112629890441895
13,10,GO:0051775,CLOCK BMAL1 SIRT2 RYR2 SELENOS FKBP1B ARHGDIB NPAS2 GLRX2 SMPD3,0.88,0.88,0.0,7.950923919677734
14,10,GO:0015986,NDUFS7 ATP5MGL NDUFA2 ATP5MC1 STOML2 NDUFB1 NDUFV1 ND2 SDHD NDUFB10,0.98,0.98,0.0,5.129236936569214
15,10,GO:0035264,KLF2 EP300 CTC1 KAT2A PIK3CA SLITRK1 BCL2 RBBP6 G6PC1 RMI1,0.88,0.88,0.0,6.960222959518433
16,10,GO:0071205,CNTN2 CNTNAP2 EPB41L3 CNTNAP1,0.98,0.98,0.0,5.014549970626831
17,10,GO:0051835,CDC42 CAMK1 FRMPD4,0.92,0.92,0.0,5.024747133255005
18,10,GO:0006678,PRKAA1 GBA1 UGCG FA2H GBA3 PRKCD GBA2,0.92,0.9,-0.020000000000000018,6.557253837585449
19,10,GO:0031284,NOS3 NOS1 NOS2 GUCA1ANB-GUCA1A,0.98,0.98,0.0,4.879084825515747
20,10,GO:0015734,LRRC8A SLC6A13 SLC6A11 SLC36A1 LRRC8C SLC16A6 LRRC8D SLC6A6,0.98,0.98,0.0,5.379965782165527
21,10,GO:0033598,KDM5B PYGO2 RREB1 STAT6 BTRC AREG MED1 ROBO1 GPX1 IQGAP3,0.88,0.88,0.0,7.5240490436553955
22,10,GO:1900004,SPINK2 ANXA8L1 CR1 ANXA8,0.88,0.88,0.0,6.254985094070435
23,10,GO:1905244,CTTNBP2 EPHA4 ABL1 CLN3 GRIPAP1 RHOB BAIAP2 RHOA TIAM1 CHMP2B,0.92,0.88,-0.040000000000000036,6.461217164993286
24,10,GO:0002443,RFTN1 RIGI SPHK2 IFNA2 GATA3 IL1R1 CXCL6 SNX4 KLRB1 MR1,0.88,0.88,0.0,8.054519653320312
25,10,GO:0061209,GPC3 BMP2 GATA3,0.92,0.92,0.0,6.094940185546875
26,10,GO:0043687,SOCS3 UBE2I TRIM33 USP12 DZIP3 SPSB1 RNF123 DDX3X OTULINL KCTD21,0.88,0.88,0.0,5.7051918506622314
27,10,GO:0006114,PGP GOT1 PCK1 PCK2 LEP,0.92,0.88,-0.040000000000000036,6.976870059967041
28,10,GO:0006878,ATP7A ANKRD9 SLC31A1 SCO1 SCO2 SLC30A10 PRND PRNP ABCB6 ATP7B,0.92,0.92,0.0,6.7038280963897705
29,10,GO:0000183,BAZ2A SIRT1 BEND3 SIRT2 SUV39H1 RRP8 PHF8 MACROH2A1 PHF2 SMARCA5,0.92,0.92,0.0,6.3445587158203125
30,10,GO:0034371,LPL APOC2 APOA4,0.98,0.98,0.0,4.6687469482421875
31,10,GO:0042832,HRAS BATF2 GBP7 BPGM CLEC7A CCDC88B GBP1 SLC11A1 GBP4 PF4,0.92,0.88,-0.040000000000000036,7.485531806945801
32,10,GO:1900052,PRMT3 RDH10 AKR1C3,0.88,0.88,0.0,5.937404155731201
33,10,GO:0071422,SLC13A2 SLC13A5 SLC25A11 SLC13A3 SLC25A10 SLC16A1,0.92,0.92,0.0,5.4926300048828125
34,10,GO:0044793,NUCKS1 VAPA APCS EIF2AK4 APOBEC3H PSMC3 SMC6 ZC3H12A PTX3 LTF,0.88,0.88,0.0,7.675777912139893
35,10,GO:0061000,NGEF FSTL4 ASAP1 UBE3A PTPRS MECP2 HDAC2 PTEN GRIN3A EFNA1,0.88,0.88,0.0,8.890519857406616
36,10,GO:0018216,PRMT8 NDUFAF7 PRDM14 PRMT6 PRMT5 PRMT7 PRMT1,0.98,0.98,0.0,4.774967908859253
37,10,GO:0015855,SLC29A2 SLC28A2 AQP9 SLC29A1 SLC28A1 SLC29A3 SLC28A3,0.98,0.98,0.0,4.806565999984741
38,10,GO:2000048,PPM1F VEGFA BMP6 NEXMIF NOTCH1 EPCAM NOTCH4 PLG RGCC MAD2L2,0.88,0.88,0.0,8.79761791229248
39,10,GO:0043113,DNAJA3 ITGA4 NLGN2 CDK5 RAPSN DLG3 FZD9 DLG2 FRRS1L GPHN,0.92,0.88,-0.040000000000000036,7.850027084350586
40,10,GO:0015697,SLC25A20 SLC6A20 SLC6A12 SLC44A1 SLC44A2 SLC16A9 SLC22A3 SLC5A7 SLC22A1 SLC44A3,0.92,0.92,0.0,4.6838438510894775
41,10,GO:0042365,PDXP MTHFS PM20D2,0.98,0.98,0.0,5.0821380615234375
42,10,GO:0051081,LPIN1 PRKCA VRK1 PAFAH1B1 DCTN1 AKAP8L CTDNEP1 PLK1 PRKCB NEK6,0.88,0.88,0.0,9.12203598022461
43,10,GO:2000671,CRLF1 MAP2K4 CNTFR MAP3K12 ZPR1 VPS54 KCNB1 ERBB3 ROCK1 RHOA,0.88,0.88,0.0,7.268716096878052
44,10,GO:0050858,LPXN PAWR PTPN22 LGALS3 CD160 ELF1 BTN2A2 FCRL3 PVRIG EZR,0.88,0.88,0.0,8.254409074783325
45,10,GO:0046753,CHMP5 CHMP3 VPS4B CHMP2A CHMP4A CHMP2B CHMP1A CHMP4B ARL8B CHMP1B,0.98,0.98,0.0,12.24956488609314
46,10,GO:0033148,PARP1 KMT2D SKP2 MED1 WBP2 PAGR1 YAP1 FOXA1 SRARP AR,0.88,0.92,0.040000000000000036,7.2714080810546875
47,10,GO:0070666,LYN KIT NF1 STAT6 KITLG ENPP3 RAC2,0.92,0.92,0.0,11.54955005645752
48,10,GO:0045132,MND1 TERB2 WASHC5 PLK1 SEPTIN1 SHOC1 TTK C1orf146 SGO1 AGO4,0.92,0.92,0.0,8.31719970703125
49,10,GO:1904045,SGK1 ACE SCNN1A IGF1R SCNN1B SCNN1G AIFM1 SCNN1D,0.92,0.92,0.0,6.86482572555542
50,10,GO:0002718,MYD88 IL18 LITAF DENND1B CLEC7A TRPM4 CD55 TNFRSF14 MAVS KIR2DL4,0.92,0.92,0.0,9.13152265548706
51,10,GO:0048538,FOXN1 FGF10 MAP2K1 JARID2 HOXA3 BCL11B ATM CTNNB1 SHH CITED2,0.88,0.88,0.0,8.032270908355713
52,10,GO:0048846,PLXNA4 SEMA6C SEMA4A MEGF8 WNT3 WNT5A SEMA3C VEGFA SEMA4F CXCL12,0.98,0.92,-0.05999999999999994,7.857162952423096
53,10,GO:0030042,ACTN2 DMTN FLII SPTBN2 PLEKHH2 WASHC2C CAPZA3 SPTBN4 SCIN ADD1,0.98,0.92,-0.05999999999999994,7.181160926818848
54,10,GO:0014732,CFLAR ACTN3 MSTN RPS6KB1 TRIM63,0.92,0.88,-0.040000000000000036,6.7163450717926025
55,10,GO:0060439,TGFBR2 MAPK3 WNT7B BMP4 HOXA5 MAPK1 MAP2K2 RSPO2 MAP2K1 CTNNB1,0.92,0.92,0.0,6.215950012207031
56,10,GO:0051055,ATP1A1 NFKB1 INSIG1 ORMDL3 PDE8B ORMDL2 PRMT3 APOE CCDC3 DKKL1,0.88,0.88,0.0,9.468784093856812
57,10,GO:0046110,ADA XDH,0.98,0.98,0.0,7.242971897125244
58,10,GO:0042376,CBR3 CYP4F11 CYP4F12 CYP4F2,0.98,0.98,0.0,4.933197021484375
59,10,GO:0060966,TRUB1 LIN28A FXR1 TP53 ADAR LIN28B PUM2 RIPK1 MAEL PRKRA,0.88,0.88,0.0,7.514187812805176
60,10,GO:0002542,F12 KLKB1,0.98,0.98,0.0,4.6838178634643555
61,10,GO:0007131,TOP2B RNF212 TERB1 RAD51AP1 RAD50 CNTD1 C1orf146 FANCD2 RAD54L SLX4,0.98,0.92,-0.05999999999999994,7.132619142532349
62,10,GO:0007224,SEPTIN2 IHH FGF10 KCTD21 PRKACA WDR11 PTCH2 STIL CC2D2A IFT25,0.88,0.88,0.0,8.132888078689575
63,10,GO:0044245,AMY2A SI CHIA CHIT1,0.98,0.98,0.0,5.6746580600738525
64,10,GO:0061041,HBEGF ADAMTS18 NOS3 PTK2 CLDN3 TMX1 EMILIN2 TNFRSF12A VTN FERMT2,0.88,0.88,0.0,8.687707901000977
65,10,GO:0048484,EDNRA SLC6A4 SOX10 HLX EDNRB SOX8 KIF26A RET TLX2 PHOX2B,0.92,0.92,0.0,10.407518863677979
66,10,GO:0002926,ELP1 ELP3 DPH3,0.88,0.88,0.0,5.369319915771484
67,10,GO:0060620,APOC3 APOA2 LAMTOR1,0.92,0.88,-0.040000000000000036,6.556049108505249
68,10,GO:0003218,TBX5 HAND1,0.98,0.98,0.0,4.662839889526367
69,10,GO:0006221,NME1 CMPK2 NME9 UMPS NME7 DTYMK PRPS1 CTPS2 TBPL1 UPP1,0.92,0.88,-0.040000000000000036,8.490533828735352
70,10,GO:0015742,SLC13A2 SLC22A6 SLC13A5 SLC25A21 SLC22A7 SLC25A11 SLC13A3,0.98,0.98,0.0,5.401577949523926
71,10,GO:0035442,SLC15A4 SLC15A2 SLC7A11 SLC26A6 SLC15A3 CA2 SLC15A1,0.98,0.98,0.0,5.841675043106079
72,10,GO:1901526,CERS1 VPS13D NOD2 IRGM VDAC1 SLC25A4 AMBRA1 SLC25A5,0.88,0.88,0.0,5.829555988311768
73,10,GO:0070106,OAS2 IL27RA MX1 STAT1 OASL IL6ST OAS1,0.98,0.98,0.0,6.85605788230896
74,10,GO:1990928,GPR155 MAP1LC3A SESN1 PEX2 MAPK3 MAPK1 LARS1 UCP2 SESN2 WDR24,0.92,0.88,-0.040000000000000036,8.28188705444336
75,10,GO:0060669,ADM ST14 TMED2 WNT7B LEF1 NCOA1 RSPO3 SPINT1 SOCS3 SETD2,0.92,0.88,-0.040000000000000036,9.493404150009155
76,10,GO:0071872,KCNQ1 RYR2 SIRT2 ATP2B4 SRD5A1 SLC9A1 ADIPOQ SNCA PDE4B PRKACA,0.88,0.88,0.0,8.310311794281006
77,10,GO:0070306,KDM5B SPRY2 PROX1 PLAAT1 TBC1D20 FRS2 FOXE3 CDKN1C SKIL SPRED1,0.88,0.88,0.0,6.443193197250366
78,10,GO:1990743,ST3GAL1 ST3GAL4 ST3GAL2 ST6GALNAC2,0.98,0.98,0.0,4.321938991546631
79,10,GO:1904018,EPHA1 GATA2 SLC39A12 ITGAX ANGPTL4 FOXC2 NINJ1 CELA1 TGFBR1 GRN,0.88,0.88,0.0,8.247429132461548
80,10,GO:0019509,ADI1 MRI1 ENOPH1 APIP MTAP,0.98,0.88,-0.09999999999999998,5.209694862365723
81,10,GO:0062033,AURKB KAT5 CDK1 NUMA1 MAD2L1BP PRAP1,0.98,0.98,0.0,6.44638204574585
82,10,GO:0001555,DCAF13 KMT2D FOXL2 GDF9,0.92,0.92,0.0,5.432186126708984
83,10,GO:1903326,NSUN2 TRDMT1 METTL1 AKT1,0.92,0.92,0.0,4.712759733200073
84,10,GO:1904970,MYO7B ANKS4B CDHR5 CDHR2 CTNS USH1C TMIGD1,0.92,0.88,-0.040000000000000036,7.066448926925659
85,10,GO:1902165,ATAD5 ZNF385A MIF TAF9B MARCHF7 BCL2 SIRT1 ELL3 TAF9 HNRNPK,0.88,0.88,0.0,7.441834926605225
86,10,GO:1902041,SERPINE1 SKIL SCRT2 THBS1 TNFAIP3 MAL HGF ZSWIM2 RAF1 TMC8,0.88,0.88,0.0,8.104487180709839
87,10,GO:0072054,WNT7B CTNNB1,0.98,0.98,0.0,4.1281139850616455
88,10,GO:0002717,KLRK1 CADM1 SH2D1A IL12B IL18RAP RAET1G HLA-G STAT5B KLRD1 SH2D1B,0.92,0.92,0.0,8.48387598991394
89,10,GO:0046105,TK1 DTYMK DHFR2,0.98,0.98,0.0,5.149477243423462
90,10,GO:0006952,CELA1 ITGAX NMI SERPINA3 OAS3 DEFB103A IL17RC RNASE3 KLRG1 ITCH,0.92,0.88,-0.040000000000000036,9.095140933990479
91,10,GO:0001768,RIPOR2 CCR7 DOCK8 DOCK2 CCL21 GSN ABL2 CCL19 CYP26B1 MYH9,0.92,0.88,-0.040000000000000036,8.412075996398926
92,10,GO:0018095,TTLL6 CEP41 TTLL7 TTLL9 CFAP20 TTLL4 TTLL2 TPGS1 TTLL5 TTLL11,0.98,0.98,0.0,5.424713134765625
93,10,GO:0006743,PPTC7 COQ8B COQ4 AIFM2 COQ6 NQO1 COQ2 COQ8A UBIAD1 PDSS1,0.98,0.98,0.0,6.75472092628479
94,10,GO:0006882,SLC30A8 SLC39A8 MT1M MT1E MT2A MT1X MT1G S100A8 SLC39A6 SLC39A10,0.92,0.92,0.0,6.194699048995972
95,10,GO:0003166,ID2 TBX5 NKX2-5 HOPX IRX3 TBX3,0.98,0.98,0.0,5.814592123031616
96,10,GO:0001732,EIF3K EIF3M EIF3I EIF3F EIF3J EIF3E EIF3D EIF3C EIF5 EIF3B,0.98,0.98,0.0,5.593584299087524
97,10,GO:0055078,ATP1A3 IL1A FXYD2 EDNRB ATP1A2 SLC12A1 TMPRSS3 SPX AGT CYP4F2,0.88,0.88,0.0,7.497146129608154
98,10,GO:0019085,MON1B CCNT2,0.88,0.85,-0.030000000000000027,5.2415831089019775
99,10,GO:0097531,CHGA VEGFA RAC2 RABGEF1 VEGFD PIK3CD STAT5B SWAP70 PGF VEGFB,0.98,0.92,-0.05999999999999994,6.023276090621948
0,20,GO:1904751,NPM1 TERT PINX1 MCRS1 NMD3 CACNB4,0.88,0.88,0.0,6.556832551956177
1,20,GO:0007088,TOM1L2 CD28 NSMCE2 CCDC8 ATM KLHL22 NUP62 CCNB1 SPC25 EDN3 IL1A PRMT5 CDC23 PKMYT1 INSR APC RGCC ZNF207 PCID2 CHEK1,0.92,0.88,-0.040000000000000036,8.28888988494873
2,20,GO:0060998,ITPKA FSTL4 DHX36 DNM3 TIAM1 ASAP1 PPFIA2 NGEF PTPRS LLPH APOE CPEB3 PSEN1 CUX2 EIF4G2 UBE3A ARF6 CAMK2B SDK1 NLGN2,0.88,0.88,0.0,8.930881977081299
3,20,GO:0016048,PRDM12 DRGX NTSR1 ADORA1 CXCR4 WDR47 SCN9A CALCA ANO1 HTR2A GRIK2 SCN11A RHO LXN TRPV1 ANO3 DISC1 ASIC3 NGFR MMP24,0.92,0.92,0.0,7.564964056015015
4,20,GO:0019692,NT5C1A ADA UNG SAMHD1 NEIL2 OGG1 DGUOK ADK DUT TYMS XDH DPYS TBPL1 AK5 RRM2 NT5C NEIL1 CMPK2 RRM1 NUDT18,0.92,0.92,0.0,7.192536115646362
