iteration,gene_set_size,go_term,genes,traditional_score,rag_score,score_difference,processing_time
20,5,GO:1904760,TP53INP1 FOSL2 PDCD4 RB1 PARP1,0.0,0.0,0.0,13.971790790557861
21,5,GO:1903479,IQGAP1 IQGAP3 IQGAP2,0.0,0.0,0.0,8.086148738861084
22,5,GO:0045739,INO80 RUVBL2 TIMELESS ACTR5 PIAS4,0.85,0.0,-0.85,11.268464088439941
23,5,GO:0019896,HIF1A UCHL1 SPAST ARMCX3 TRAK2,0.0,0.0,0.0,7.99311089515686
24,5,GO:0033292,ATP2A2 CAV3 BIN1 SYPL2 CSRP3,0.0,0.0,0.0,10.49120306968689
25,5,GO:0045621,MALT1 MDK TESPA1 ARID2 CBFB,0.0,0.0,0.0,13.432682037353516
26,5,GO:0071907,CCDC39 MEGF8 CCDC40 NPHP3 DNAAF1,0.0,0.0,0.0,9.16273832321167
27,5,GO:0006266,NHEJ1 PNKP LIG3 MGMT RAD51,0.0,0.0,0.0,10.843234062194824
28,5,GO:0045575,KARS1 ENPP3 PRG3,0.0,0.0,0.0,9.086493968963623
29,5,GO:0034063,G3BP2 DYNC1H1 BICD1 C9orf72 PRKAA2,0.0,0.0,0.0,12.243682861328125
30,5,GO:1903319,ENO1 TNP1 NLRC4 SOX4 HPN,0.0,0.0,0.0,24.52004885673523
31,5,GO:0032634,LEF1 IL1RL1 TSLP IFNL1 FOXP3,0.0,0.0,0.0,8.69336199760437
32,5,GO:0070988,ALKBH5 CYP3A43 APOBEC3C UTY MMACHC,0.0,0.0,0.0,14.801132917404175
33,5,GO:0031038,DAPK3 EEF2K,0.0,0.0,0.0,8.687916994094849
34,5,GO:0032787,KAT2B GGT1 RDH10 SIRT4 APOA4,0.0,0.0,0.0,30.485860109329224
35,5,GO:0001777,LMO1 IL2RA IL2 BAX,0.0,0.0,0.0,11.287483215332031
36,5,GO:0046098,XDH PRTFDC1 HPRT1 GDA KDM1A,0.85,0.0,-0.85,10.077367067337036
37,5,GO:0090176,BRSK1 PAFAH1B1 BRSK2,0.0,0.0,0.0,6.0789430141448975
38,5,GO:0046835,HK2 GCK HK1 PFKFB3 FGGY,0.0,0.0,0.0,10.658536911010742
39,5,GO:0072672,RIPOR2 PRTN3 CD177 PIK3CD FUT7,0.0,0.0,0.0,22.474281072616577
40,5,GO:0140058,MACF1 WNT5A SPRY3 DVL2 GRIP1,0.0,0.0,0.0,9.427156925201416
41,5,GO:0046653,GART TYMS SHMT2 MTHFD1L MTHFR,0.95,0.0,-0.95,8.071188926696777
42,5,GO:0042631,AVPR1A AQP2 SIPA1,0.0,0.0,0.0,39.518255949020386
43,5,GO:0032803,ABCA2 FURIN MYLIP APOE PCSK9,0.0,0.0,0.0,67.50281691551208
44,5,GO:0060956,NOTCH1 SMAD4 NRG1 ACVR1 SOX18,0.9,0.0,-0.9,10.328646898269653
45,5,GO:0007197,CHRM2 OPRM1 CHRM1 HRH3 CHRM4,0.95,0.95,0.0,5.237918853759766
46,5,GO:2000858,C1QTNF1 REN DAB2 AGTR1 AGT,0.0,0.0,0.0,63.245108127593994
47,5,GO:0051234,SVIP HPS4 LMAN2L SYP HSPA1L,0.0,0.0,0.0,12.501972913742065
48,5,GO:0007080,NUDC CENPC KIFC1 ZW10 MAPRE1,0.95,0.0,-0.95,77.27296781539917
49,5,GO:0000491,NUFIP1 NAF1 SHQ1 RUVBL2 SNU13,0.0,0.95,0.95,9.324925899505615
50,5,GO:0010561,ITM2B ITM2C ACOT8 ABCA7 AGO2,0.0,0.0,0.0,11.911845922470093
51,5,GO:1904874,TCP1 SHQ1 RUVBL1 CCT4 NAF1,0.0,0.0,0.0,8.886705160140991
52,5,GO:0021855,PLXNA1 FOXB1 SEMA3E NRP2 PLXNA3,0.0,0.95,0.95,8.886944770812988
53,5,GO:2001251,DYNC1LI1 WAPL TTK PIF1 SPC24,0.0,0.0,0.0,87.34404182434082
54,5,GO:0001732,EIF3G EIF3L EIF3CL EIF3C EIF3D,0.0,0.95,0.95,6.204552888870239
55,5,GO:0002669,FOXP3 CD3E CBLB ITCH LILRB4,0.0,0.0,0.0,9.85391116142273
56,5,GO:0097119,NRXN2 NLGN1 CRIPT NLGN2 CDH2,0.0,0.95,0.95,10.498179197311401
57,5,GO:0061047,CTNNB1 BMP4,0.95,0.0,-0.95,8.329378843307495
58,5,GO:0007165,SECTM1 NLRC4 TUB SIGIRR PIGU,0.0,0.0,0.0,65.06414794921875
59,5,GO:0007228,STK36 SHH SMO,0.95,0.95,0.0,5.161320924758911
60,5,GO:0071691,NEBL NRAP NEB,0.0,0.0,0.0,67.5207188129425
61,5,GO:0099183,PLG SYT4 NTRK2 PLAT,0.0,0.0,0.0,20.753419876098633
62,5,GO:0009194,UMPS DHODH CAD CMPK1,0.0,0.95,0.95,38.049845933914185
63,5,GO:0046700,PRKAA2 NT5C1B ANGEL2 UPP2 ADAL,0.0,0.0,0.0,11.893516063690186
64,5,GO:0014034,SOX9 EDNRA GSC WNT8A EDN1,0.0,0.0,0.0,9.505912780761719
65,5,GO:0050850,CCL4 PTBP1 APP CDH13 CD3E,0.0,0.0,0.0,8.783553838729858
66,5,GO:0050820,EMILIN2 USF1 SERPINE1 VTN THBS1,0.0,0.95,0.95,10.43584394454956
67,5,GO:0036480,PRODH FBXW7 IL10 PYCR1 PRKN,0.0,0.0,0.0,11.298043012619019
68,5,GO:0006497,PGAP1 PIGV WIPI2 ZDHHC21 ZDHHC18,0.0,0.0,0.0,8.918729066848755
69,5,GO:0060537,ABL1 AKIRIN1 SVIL AKAP13 METTL21C,0.8,0.0,-0.8,10.064733266830444
70,5,GO:0002502,TAPBP TAPBPL CALR PDIA3,0.0,0.95,0.95,8.15781283378601
71,5,GO:0044381,SLC27A1 SLC27A4 ZDHHC7 SGCB TRARG1,0.0,0.0,0.0,10.638093709945679
72,5,GO:0007163,HTT NPHP3 FERMT1 CRB2 SLC9A1,0.0,0.0,0.0,9.221801042556763
73,5,GO:0032413,KCNRG KCNAB1 FKBP1A TRDN TLR9,0.85,0.0,-0.85,28.531693935394287
74,5,GO:0038161,PRL PRLR RELA,0.0,0.0,0.0,9.068365097045898
75,5,GO:0090258,MAPT C11orf65 PPARG PINK1,0.0,0.0,0.0,10.912614107131958
76,5,GO:0042698,AMH NCOA1 FOXO3 NR5A1 NPY5R,0.0,0.0,0.0,7.161088943481445
77,5,GO:1905675,TNFRSF14 CD160,0.9,0.0,-0.9,9.126015901565552
78,5,GO:0045779,IAPP CD38 CLDN18 CARTPT TMEM119,0.0,0.0,0.0,12.912858963012695
79,5,GO:0070681,GATC QRSL1 GATB,0.0,0.0,0.0,8.954968929290771
80,5,GO:0002371,JAK3 SLAMF9 SCIMP DDX1 BST2,0.0,0.0,0.0,11.039559125900269
81,5,GO:0071230,TNF EGFR PDGFD LAMTOR3 SESN1,0.0,0.0,0.0,10.49940800666809
82,5,GO:1901535,TOX HNRNPAB USP7 STPG4 OTUD4,0.0,0.0,0.0,11.963418960571289
83,5,GO:0110077,ARC PEG10 EPHB2,0.85,0.0,-0.85,12.777452230453491
84,5,GO:1901861,SHH IGFBP5 RPS6KB1 BMP4 ERBB3,0.0,0.0,0.0,14.334817171096802
85,5,GO:0030422,DICER1 TERT TSNAX TARBP2 HENMT1,0.0,0.95,0.95,10.969612121582031
86,5,GO:0046717,NTSR1 SLC22A16 ABCB4 HRH2 TFF2,0.0,0.0,0.0,9.459607124328613
87,5,GO:0014052,P2RX7 TRH SLC6A1 NTSR1 GABBR1,0.0,0.0,0.0,9.492778062820435
88,5,GO:0009159,UPP2 NT5C DNPH1 PNP DPYS,0.0,0.0,0.0,7.46441125869751
89,5,GO:0032912,CDH3 GATA6,0.85,0.0,-0.85,8.309024095535278
90,5,GO:0044241,AKR1C1 ABCG5 SOAT2 NPC1L1 APOA2,0.0,0.0,0.0,7.122117757797241
91,5,GO:1901660,MCOLN1 ATP2B4,0.0,0.0,0.0,71.38361716270447
92,5,GO:0019547,ARG2 ARG1,0.0,0.95,0.95,5.204025030136108
93,5,GO:0010758,TRPV4 CMKLR1 C5 SLAMF8 MAPK3,0.0,0.0,0.0,10.942612886428833
94,5,GO:0044868,NUCKS1 APCS PTX3,0.0,0.0,0.0,9.135476350784302
95,5,GO:0003044,AVPR2 OR51E2 RASL10B EDN1 CTSG,0.0,0.0,0.0,9.477731704711914
96,5,GO:2000556,IL18R1 TBX21 IL1B ARID5A IL1R1,0.0,0.0,0.0,50.98328399658203
97,5,GO:0002698,C4BPA IL20RB CD55 SOCS5 SLAMF8,0.0,0.0,0.0,10.440150022506714
98,5,GO:0009304,POLR3E GTF3C4 GTF3C1 BRF1 POLR2F,0.0,0.0,0.0,5.69549298286438
99,5,GO:0060179,NHLH2 HEXB DMRTA1 PPP1R9B NCOA1,0.0,0.0,0.0,10.765249013900757
